112053,8,16,17,34,35
112054,4,9,25,32,39
112055,1,8,19,21,37
112056,5,9,10,17,19
112057,15,19,22,24,39
112058,11,26,30,38,39
112059,8,15,33,35,39
112060,4,7,14,22,24
112061,2,10,23,30,35
112062,15,18,22,24,30
112063,9,15,25,26,33
112064,10,21,25,37,38
112065,5,11,17,27,32
112066,3,7,22,30,37
112067,5,10,18,20,37
112068,3,12,16,22,38
112069,2,5,17,27,37
112070,5,12,33,36,38
112071,8,19,27,34,37
112072,6,10,24,33,35
112073,6,10,11,32,39
112074,2,5,9,10,32
112075,16,32,36,37,39
112076,7,13,18,25,39
112077,2,21,26,27,35
112078,9,10,16,21,26
112079,6,7,22,23,33
112080,2,13,27,31,38
112081,3,6,21,31,38
112082,9,11,24,37,39
112083,10,16,31,36,39
112084,8,18,20,27,31
112085,6,25,30,34,36
112086,1,5,6,37,38
112087,4,10,11,17,38
112088,13,14,18,26,29
112089,3,5,17,31,36
112090,1,9,17,31,37
112091,4,9,16,32,33
112092,11,17,21,31,33
112093,15,20,33,34,39
112094,4,19,22,29,37
112095,2,7,26,28,32
112096,10,14,21,27,29
112097,1,10,16,21,24
112098,1,5,12,34,36
112099,2,20,21,29,33
112100,3,13,22,32,39
112101,7,10,11,36,39
112102,6,8,22,32,38
112103,10,14,20,28,31
112104,1,3,5,27,29
112105,5,7,26,34,35
112106,14,23,25,26,34
112107,1,7,24,30,32
112108,4,5,26,28,32
112109,3,7,27,29,34
112110,2,4,13,23,36
112111,11,12,25,31,37
112112,4,5,9,27,34
112113,14,20,21,23,25
112114,3,12,15,27,35
112115,5,6,7,8,24
112116,13,25,27,36,38
112117,5,11,14,30,38
112118,8,20,32,34,36
112119,16,27,33,34,36
112120,1,10,24,28,34
112121,10,15,25,31,39
112122,10,14,34,35,38
112123,8,10,16,21,34
112124,14,16,18,20,33
112125,6,7,13,22,29
112126,1,18,24,25,39
112127,1,10,14,27,37
112128,5,12,15,20,21
112129,5,6,7,34,36
112130,8,18,25,27,34
112131,4,8,9,22,37
112132,3,7,13,23,34
112133,1,5,16,20,29
112134,11,18,26,29,37
112135,3,7,8,11,29
112136,1,12,15,23,38
112137,2,13,15,17,29
112138,1,8,9,19,28
112139,8,13,19,22,26
112140,24,29,34,36,37
112141,1,6,21,32,34
112142,2,11,15,18,21
112143,9,12,24,28,39
112144,2,9,20,29,36
112145,1,13,33,36,39
112146,11,25,27,34,37
112147,2,9,23,30,38
112148,6,10,33,34,39
112149,11,13,20,24,30
112150,7,10,13,14,22
112151,5,14,15,20,26
112152,4,12,14,28,39
112153,5,8,21,32,33
112154,2,10,14,17,27
112155,3,11,20,30,36
112156,7,8,12,22,39
112157,13,28,33,34,39
112158,14,26,27,29,35
112159,5,7,8,25,30
112160,2,14,17,21,33
112161,12,16,25,28,30
112162,1,4,18,24,33
112163,1,4,15,19,37
112164,24,25,35,36,38
112165,1,2,9,10,32
112166,4,6,10,19,32
112167,12,14,20,25,37
112168,8,16,19,21,22
112169,1,18,22,29,30
112170,12,15,23,29,38
112171,2,12,20,22,35
112172,13,18,20,23,31
112173,9,26,27,31,39
112174,4,9,15,24,32
112175,2,13,31,34,37
112176,15,18,19,26,32
112177,6,13,33,37,38
112178,10,13,18,37,39
112179,1,7,13,20,26
112180,15,18,20,30,37
112181,3,13,19,21,35
112182,1,3,10,15,30
112183,3,10,11,25,29
112184,3,9,12,30,33
112185,7,16,20,35,38
112186,4,9,10,15,34
112187,8,14,29,32,34
112188,7,10,19,28,29
112189,3,12,15,30,39
112190,1,13,14,30,38
112191,6,23,24,38,39
112192,8,23,27,31,32
112193,17,18,26,28,33
112194,14,23,26,33,37
112195,2,7,9,19,28
112196,4,15,18,27,34
112197,6,14,23,34,38
112198,9,14,15,23,28
112199,6,7,24,25,36
112200,9,11,12,27,36
112201,2,7,19,23,28
112202,5,14,23,29,34
112203,5,11,23,30,32
112204,6,7,9,24,27
112205,1,13,17,26,31
112206,2,4,10,13,37
112207,13,16,33,35,36
112208,11,14,19,30,39
112209,1,17,19,31,34
112210,11,15,22,25,34
112211,6,17,18,20,37
112212,12,16,20,21,34
112213,4,10,23,28,29
112214,10,24,27,36,37
112215,6,8,14,23,31
112216,11,13,31,35,39
112217,6,12,31,33,39
112218,2,16,17,21,31
112219,3,9,18,21,39
112220,5,8,10,17,28
112221,1,9,12,18,20
112222,4,14,23,25,38
112223,3,14,21,23,36
112224,10,24,26,36,39
112225,6,11,17,20,21
112226,1,4,16,25,37
112227,1,12,18,26,32
112228,20,26,32,35,39
112229,4,6,10,25,38
112230,1,3,5,28,39
112231,14,15,19,24,34
112232,4,11,14,17,19
112233,10,12,27,30,39
112234,3,14,19,20,21
112235,1,2,8,13,37
112236,1,2,12,13,30
112237,9,19,21,33,38
112238,9,12,18,26,37
112239,3,4,19,26,29
112240,3,18,26,34,35
112241,8,13,16,23,29
112242,3,5,8,18,34
112243,29,31,32,35,39
112244,24,27,33,38,39
112245,2,4,5,18,22
112246,1,4,8,16,26
112247,3,9,10,18,31
112248,6,10,13,14,38
112249,2,3,11,27,28
112250,6,7,9,11,26
112251,8,10,22,23,36
112252,4,16,22,30,34
112253,1,4,15,29,35
112254,3,28,33,36,39
112255,5,13,19,33,38
112256,10,15,16,26,37
112257,1,3,5,9,25
112258,1,5,10,31,36
112259,15,22,27,30,38
112260,3,9,29,36,39
112261,11,23,26,33,35
112262,3,6,7,33,37
112263,4,16,17,18,19
112264,5,12,24,27,37
112265,4,5,26,37,39
112266,3,4,17,25,35
112267,3,19,23,27,31
112268,2,12,30,35,36
112269,6,19,25,37,39
112270,17,31,33,34,35
112271,13,17,36,37,38
112272,1,14,19,27,37
112273,1,21,24,27,38
112274,1,2,6,13,18
112275,12,20,21,25,30
112276,2,17,22,30,36
112277,8,16,19,21,37
112278,24,26,28,37,39
112279,2,25,28,32,34
112280,3,8,13,17,37
112281,9,15,27,37,38
112282,4,11,16,20,22
112283,2,5,22,32,35
112284,15,17,28,35,38
112285,9,11,14,30,35
112286,4,12,20,22,34
112287,4,9,15,18,29
112288,22,23,31,33,36
112289,11,12,16,22,29
112290,1,7,11,14,29
112291,4,20,23,32,38
112292,3,6,7,11,22
112293,3,5,11,16,23
112294,7,8,19,20,31
112295,2,5,13,25,33
112296,5,10,22,32,38
112297,5,6,7,20,22
112298,6,8,13,35,36
112299,6,7,14,30,35
112300,8,14,16,32,38
112301,10,11,14,26,32
112302,2,16,17,26,33
112303,19,21,26,31,37
112304,3,4,5,9,10
112305,6,11,24,32,37
112306,13,17,21,25,28
112307,2,19,29,30,39
112308,11,18,23,27,37
112309,10,21,33,35,38
112310,18,20,28,30,37
112311,9,14,22,27,39
112312,4,11,17,20,32
113001,3,9,27,30,33
113002,21,22,25,30,37
113003,1,5,21,32,37
113004,11,27,28,29,37
113005,10,11,14,21,33
113006,1,16,33,37,39
113007,7,22,35,38,39
113008,9,17,19,23,27
113009,3,6,15,19,24
113010,15,23,34,36,37
113011,1,3,12,23,31
113012,14,20,27,33,38
113013,1,3,10,11,35
113014,2,5,9,27,29
113015,10,17,32,38,39
113016,10,27,31,32,33
113017,2,3,13,17,35
113018,15,20,28,36,37
113019,3,15,17,25,36
113020,8,16,18,19,35
113021,4,12,29,33,36
113022,1,14,32,34,36
113023,6,9,12,22,31
113024,1,8,9,30,35
113025,1,3,18,22,28
113026,3,11,21,23,36
113027,6,10,21,32,38
113028,10,17,19,29,37
113029,10,22,26,32,33
113030,14,20,21,23,34
113031,12,15,16,23,28
113032,6,13,16,32,39
113033,6,11,15,28,31
113034,20,25,31,35,38
113035,6,20,22,36,37
113036,3,18,19,21,22
113037,6,8,22,29,38
113038,23,24,28,30,31
113039,4,16,27,30,37
113040,2,4,15,17,30
113041,7,11,16,34,36
113042,12,18,31,38,39
113043,5,9,17,24,25
113044,21,26,29,30,34
113045,1,3,4,35,37
113046,3,5,12,15,33
113047,1,3,15,18,35
113048,2,7,10,15,33
113049,23,25,29,31,32
113050,11,27,30,31,38
113051,7,14,28,29,38
113052,7,15,22,26,37
113053,5,12,13,21,36
113054,17,19,29,36,37
113055,1,3,5,19,38
113056,26,34,36,37,39
113057,9,19,23,36,38
113058,2,6,20,23,36
113059,8,11,15,20,36
113060,5,10,27,37,38
113061,2,8,16,18,36
113062,12,21,23,38,39
113063,8,12,22,35,36
113064,18,19,22,26,28
113065,7,8,9,14,34
113066,2,6,16,27,39
113067,11,16,18,19,25
113068,10,16,26,38,39
113069,5,24,29,34,35
113070,1,2,4,13,27
113071,7,11,12,24,38
113072,7,17,27,28,33
113073,4,11,20,34,36
113074,5,7,30,35,38
113075,10,21,23,27,30
113076,1,10,16,26,29
113077,11,12,18,23,24
113078,2,12,15,24,35
113079,5,9,14,20,33
113080,4,10,12,23,26
113081,1,3,6,21,27
113082,8,14,22,27,35
113083,1,13,31,34,35
113084,4,7,15,22,30
113085,3,9,21,27,36
113086,12,21,24,25,39
113087,2,3,21,26,30
113088,13,15,18,19,33
113089,1,3,10,14,31
113090,1,2,9,19,31
113091,3,9,10,13,17
113092,6,17,21,26,28
113093,15,28,35,36,39
113094,6,13,15,25,28
113095,2,10,21,22,38
113096,3,12,20,34,35
113097,6,14,20,28,35
113098,17,18,32,35,37
113099,3,6,10,17,28
113100,16,20,21,22,25
113101,10,14,25,31,36
113102,9,15,22,34,36
113103,4,10,12,21,27
113104,3,7,12,17,37
113105,9,24,32,36,39
113106,3,6,13,28,35
113107,5,6,11,16,37
113108,2,7,13,18,28
113109,12,28,31,35,39
113110,4,9,18,25,39
113111,12,13,16,26,37
113112,5,6,11,31,35
113113,1,12,31,38,39
113114,1,7,11,15,29
113115,4,14,33,36,37
113116,7,11,18,20,22
113117,4,6,14,26,33
113118,9,10,21,33,35
113119,14,19,27,30,38
113120,5,10,11,32,37
113121,3,5,28,32,34
113122,1,3,16,24,31
113123,11,13,15,23,29
113124,14,23,26,27,34
113125,5,16,22,26,39
113126,1,15,32,34,38
113127,5,13,14,17,24
113128,16,23,29,36,39
113129,1,7,9,20,32
113130,2,9,32,36,37
113131,8,12,13,23,36
113132,4,20,24,28,38
113133,6,10,21,24,31
113134,7,11,17,23,25
113135,3,4,6,14,20
113136,3,11,20,21,36
113137,1,4,27,34,35
113138,11,19,24,31,32
113139,18,19,30,33,38
113140,3,13,26,32,34
113141,14,19,20,29,32
113142,3,12,17,30,38
113143,1,2,17,20,37
113144,5,8,35,36,37
113145,2,8,26,32,34
113146,2,9,15,29,38
113147,2,10,11,14,22
113148,12,13,16,20,32
113149,10,12,15,16,23
113150,1,21,22,25,27
113151,3,13,17,32,39
113152,25,26,32,36,37
113153,2,21,37,38,39
113154,15,18,27,28,31
113155,12,16,25,27,39
113156,2,17,26,33,35
113157,8,11,17,19,23
113158,3,15,16,20,22
113159,4,20,25,33,34
113160,9,12,15,26,33
113161,17,18,23,24,28
113162,4,21,24,33,35
113163,11,17,20,22,29
113164,2,13,31,33,36
113165,1,9,14,31,33
113166,1,2,13,23,37
113167,8,17,18,19,36
113168,16,21,23,29,30
113169,1,19,22,25,37
113170,7,24,26,34,36
113171,8,10,26,28,37
113172,5,17,24,33,34
113173,14,19,24,30,36
113174,1,11,27,29,31
113175,6,20,26,30,34
113176,7,11,12,37,38
113177,2,3,21,23,34
113178,1,9,17,18,39
113179,11,12,18,20,36
113180,1,11,15,18,37
113181,1,12,14,24,30
113182,2,4,16,29,38
113183,12,18,36,37,38
113184,12,24,27,30,35
113185,1,19,22,24,38
113186,11,12,26,27,32
113187,6,7,11,17,36
113188,1,6,12,29,37
113189,4,5,16,19,30
113190,2,9,13,19,28
113191,2,7,8,10,12
113192,1,21,28,38,39
113193,8,12,24,28,34
113194,9,15,20,28,32
113195,6,9,24,30,34
113196,7,14,20,27,39
113197,9,17,18,32,35
113198,6,14,32,33,36
113199,2,9,12,16,36
113200,7,28,30,34,39
113201,1,2,12,13,22
113202,2,8,16,34,37
113203,9,11,30,34,39
113204,25,26,28,29,37
113205,5,9,11,23,33
113206,5,13,21,34,35
113207,6,16,34,35,36
113208,4,21,26,29,36
113209,3,5,14,22,36
113210,9,15,21,36,37
113211,16,20,24,31,37
113212,11,14,19,23,24
113213,9,26,27,31,35
113214,10,13,27,32,37
113215,14,27,31,36,39
113216,5,9,28,36,38
113217,5,16,17,36,37
113218,6,34,35,36,39
113219,5,8,14,20,26
113220,3,8,13,27,33
113221,6,8,25,37,39
113222,3,29,34,35,37
113223,12,15,18,19,26
113224,7,9,31,38,39
113225,2,9,16,18,23
113226,16,19,22,26,37
113227,4,7,30,32,38
113228,9,22,25,35,39
113229,4,12,14,17,35
113230,4,10,19,30,31
113231,2,5,10,12,37
113232,4,6,14,16,20
113233,3,27,34,37,39
113234,10,20,24,35,39
113235,7,10,24,27,31
113236,20,23,30,31,35
113237,7,8,13,22,34
113238,1,6,15,19,39
113239,5,11,27,38,39
113240,2,5,8,14,32
113241,2,10,17,21,39
113242,1,11,13,25,37
113243,12,17,25,31,34
113244,3,25,29,35,38
113245,14,15,16,24,29
113246,14,21,22,23,35
113247,4,14,19,25,32
113248,2,19,27,33,35
113249,15,20,27,30,31
113250,1,18,21,36,37
113251,4,11,26,34,38
113252,11,15,24,36,37
113253,1,9,17,31,35
113254,7,16,25,32,34
113255,10,18,19,26,37
113256,1,4,8,20,22
113257,6,8,15,28,39
113258,13,15,18,26,28
113259,1,6,13,22,39
113260,9,12,25,29,35
113261,10,11,17,24,33
113262,8,13,25,36,38
113263,4,8,11,19,31
113264,6,7,16,37,38
113265,3,7,10,26,35
113266,1,8,18,27,30
113267,6,11,14,18,22
113268,6,10,20,25,32
113269,1,9,13,31,32
113270,2,3,10,21,36
113271,7,14,20,24,26
113272,5,8,17,24,28
113273,3,11,18,21,35
113274,5,11,17,25,30
113275,2,18,27,29,39
113276,4,24,29,33,37
113277,3,5,23,26,27
113278,10,14,21,32,33
113279,13,20,30,31,33
113280,4,12,13,23,25
113281,3,7,8,17,30
113282,3,13,28,29,38
113283,3,6,19,20,38
113284,1,5,11,27,29
113285,7,13,14,21,35
113286,5,9,20,29,34
113287,3,11,18,25,35
113288,4,11,16,17,24
113289,5,13,23,29,38
113290,7,12,15,16,18
113291,12,27,33,35,38
113292,5,19,23,28,39
113293,2,15,20,33,38
113294,6,24,31,32,33
113295,8,9,20,28,32
113296,7,12,13,21,24
113297,4,22,32,34,37
113298,2,11,16,23,29
113299,2,9,20,34,38
113300,3,7,8,12,35
113301,5,11,21,23,26
113302,3,5,7,16,31
113303,3,24,27,33,37
113304,7,8,11,27,33
113305,3,9,16,19,26
113306,12,13,14,18,32
113307,2,6,13,18,22
113308,1,14,15,28,39
113309,6,18,21,29,38
113310,5,7,12,20,38
113311,7,15,19,20,38
113312,17,18,24,26,30
113313,3,20,23,27,31
113314,11,15,32,33,34
114001,2,7,8,10,14
114002,12,26,30,32,33
114003,5,6,8,11,14
114004,8,9,12,21,23
114005,7,21,22,27,35
114006,13,23,27,31,37
114007,12,18,20,24,31
114008,2,8,19,21,29
114009,9,11,15,18,20
114010,5,12,13,19,34
114011,4,12,28,35,38
114012,10,22,31,35,36
114013,3,21,22,26,39
114014,9,13,23,29,34
114015,4,7,8,24,26
114016,7,12,18,35,39
114017,3,12,19,32,34
114018,1,14,18,19,22
114019,6,19,23,26,30
114020,4,7,17,22,35
114021,5,9,12,14,31
114022,1,7,32,36,37
114023,7,8,9,17,20
114024,1,6,16,26,31
114025,13,22,23,24,35
114026,4,11,25,31,32
114027,9,11,14,18,27
114028,1,5,9,14,26
114029,1,10,23,32,37
114030,9,16,29,32,39
114031,4,16,21,23,37
114032,1,8,16,19,31
114033,6,7,8,14,39
114034,3,7,22,29,34
114035,16,21,26,29,37
114036,8,24,28,37,38
114037,4,5,27,35,37
114038,12,22,26,28,35
114039,10,18,19,27,28
114040,2,6,19,28,29
114041,2,7,11,20,30
114042,11,17,29,34,39
114043,6,8,10,21,26
114044,9,15,29,30,39
114045,10,12,13,19,33
114046,3,27,28,33,38
114047,3,7,17,24,27
114048,11,13,18,30,35
114049,4,7,11,19,22
114050,8,17,18,24,36
114051,5,11,26,33,35
114052,3,11,24,27,36
114053,11,12,20,28,29
114054,8,9,12,22,27
114055,4,16,29,31,34
114056,8,9,12,22,27
114057,11,18,21,23,36
114058,15,23,29,36,39
114059,8,12,15,18,34
114060,9,10,19,33,35
114061,17,23,24,27,35
114062,2,4,7,25,37
114/02/02,2,21,24,27,31
